CardHoldersName,Card_Number,Expiry_Date,ShipToAddress,ShipToAddress1,ShipToCity,ShipToCountry,ShipToCustomerNumber,ShipToEmail,ShipToName,ShipToPhone,ShipToState,ShipToZip,RandZip,CardHoldersName_1,OrderDollarAmount,NumItems,AvgLineItemPrice,ZipDistance,BillingShippingZipEqual,reported_as_fraud
Christen Alvarez,4428384497201081,1021,,66306 North Andorra Blvd.,Carolina,USA,791378,Andrew@varius.edu,Christen *Alvarez,303-821-9274,AL,54048,54048,Christen Alvarez,281.6,2,132.5,,1,0.00
Athena Nieves,5546758468555258,220,,63219 South Ireland Way,Sharon,USA,40872,Hannah@senectus.edu,Athena *Nieves,565-420-0876,NH,70872,70872,Athena Nieves,31.9,2,15,,1,0.00
Jacob Salazar,4024007164974502,221,,56809 South Bosnia and Herzegovina Way,Logan,USA,733572,Kenneth@condimentum.net,Jacob *Salazar,260-578-1977,SD,72439,72439,Jacob Salazar,488.8,2,230,0,1,1.00
Kaseem Sims,4391135616974146,823,,15547  Mongolia St.,Needham,USA,658151,Venus@facilisis.net,Kaseem *Sims,891-044-0801,VA,75817,75817,Kaseem Sims,563.1,2,265,,1,0.00
Skyler Roy,4485634425964816,1019,,14386 South Paraguay Blvd.,Madison,USA,668556,Jaime@placerat.org,Skyler *Roy,517-614-8581,IL,25520,25520,Skyler Roy,376.3,2,177.5,0,1,0.00
Wade Mcfarland,4929928492577236,723,,62306 North Costa Rica Ln.,Duquesne,USA,408816,Deirdre@morbi.org,Wade *Mcfarland,389-957-9575,SD,97959,97959,Wade Mcfarland,324.1,2,152.5,,1,0.00
Linda Clarke,347304976987717,921,,92335  Algeria Blvd.,Huntington Park,USA,920199,Blake@erat.us,Linda *Clarke,088-524-2141,IN,33432,33432,Linda Clarke,,0,,0,1,0.00
Kiayada Winters,370097769285717,418,,76505 North Comoros Blvd.,Lakeland,USA,838565,Whitney@sociosqu.com,Kiayada *Winters,101-822-4153,IL,64061,64061,Kiayada Winters,225.7,2,106,0,1,0.00
Oleg Greene,344842249885500,220,,12149 North Wallis and Futuna St.,Asbury Park,USA,820533,Whoopi@nec.edu,Oleg *Greene,078-640-0804,NC,16565,16565,Oleg Greene,106,2,50,0,1,0.00
Abraham French,4539150926914586,618,,20781 North Cameroon Ct.,St. Marys,USA,655802,Quon@habitant.edu,Abraham *French,199-152-8864,AZ,98683,98683,Abraham French,281.8,2,130,0,1,0.00
Lilah Hebert,5572551804437365,523,,52624 North Spain Blvd.,Chandler,USA,342579,Aspen@urna.edu,Lilah *Hebert,696-492-5237,WI,47495,47495,Lilah Hebert,,0,,,1,0.00
Aidan Pugh,5172079531859713,819,,21618 West Bermuda Ct.,Ashland,USA,234529,Chester@lacus.com,Aidan *Pugh,561-056-7866,KY,95952,95952,Aidan Pugh,563.1,2,265,,1,0.00
Cameran Dawson,4310271904696550,220,,47111 South Bay City Way,Clairton,USA,354032,Iliana@Proin.net,Cameran *Dawson,824-838-4888,AK,20258,20258,Cameran Dawson,,0,,,1,0.00
Shellie Sandoval,5100194016808866,1222,,57943  Chile Way,Des Moines,USA,282988,Haviva@feugiat.edu,Shellie *Sandoval,215-620-0021,ME,56889,56889,Shellie Sandoval,584.4,2,275,,1,0.00
Griffith Joyce,5520072970835376,121,,81784  Papua New Guinea Blvd.,Torrance,USA,256228,Katell@auctor.org,Griffith *Joyce,332-452-4892,NM,3693,3693,Griffith Joyce,600.3,2,282.5,,1,0.00
Ryan Hooper,4024007111136072,618,,69122 North Chad Ln.,Burbank,USA,350367,Ginger@molestie.edu,Ryan *Hooper,973-713-6200,ND,88650,88650,Ryan Hooper,748,2,352,,1,0.00
Dexter Hernandez,4024007174806942,920,,47342  Poland Way,Battle Creek,USA,393255,Dante@suscipit.com,Dexter *Hernandez,525-234-2604,FL,73279,73279,Dexter Hernandez,276.2,2,130,,1,0.00
Charity Holloway,5564698709787970,1020,,53489 West Christmas Island Ave.,La Jolla,USA,182264,Tucker@tristique.net,Charity *Holloway,931-520-1851,NV,97758,97758,Charity Holloway,460,2,230,0,1,0.00
Eugenia Patterson,4539043478921580,420,,10409  Bangladesh Ct.,Normal,USA,475382,Christian@egestas.net,Eugenia *Patterson,076-489-4930,MT,36200,36200,Eugenia Patterson,207.2,2,97.5,,1,0.00
Rafael Sweet,4532962571197243,319,,61592 South Akron Ct.,North Adams,USA,565111,Tucker@amet.us,Rafael *Sweet,060-905-0403,HI,38696,38696,Rafael Sweet,80.8,2,38,,1,0.00
Zena Harris,344760318900168,1022,,28638 East French Guiana Blvd.,Clovis,USA,849339,Alden@nascetur.us,Zena *Harris,172-380-0894,NH,7249,7249,Zena Harris,,0,,,1,0.00
Karly Sanchez,4556846641703190,1119,,5774 East Fort Collins St.,Los Angeles,USA,395662,Jacob@ultrices.us,Karly *Sanchez,800-424-9543,AL,75694,75694,Karly Sanchez,138.1,2,65,0,1,0.00
Cullen Farrell,340672143478092,622,,16085 East Durham Ave.,Durango,USA,928505,Phelan@ullamcorper.net,Cullen *Farrell,775-704-2797,SC,54363,54363,Cullen Farrell,55.2,2,26,,1,0.00
Wade Trujillo,346717014397436,322,,66703 South Fullerton Way,Lewiston,USA,836214,Beck@dignissim.gov,Wade *Trujillo,690-192-6125,NM,48413,48413,Wade Trujillo,111.3,2,52.5,0,1,0.00
Tanek Curry,375965082816084,620,,96511 North Bahamas Way,Guayanilla,USA,893799,Dai@varius.net,Tanek *Curry,076-923-3949,WY,40837,40837,Tanek Curry,350.6,2,165,,1,0.00
Upton Simon,4929425937550167,921,,29839  Oneonta Way,West Warwick,USA,755279,Jocelyn@enim.org,Upton *Simon,706-904-4471,WV,81815,81815,Upton Simon,456.9,2,215,,1,0.00
Chastity Landry,378951456758455,721,,63183 South Daly City St.,Provo,USA,884536,Jael@suscipit.com,Chastity *Landry,642-048-1903,NJ,24178,24178,Chastity Landry,297.5,2,140,0,1,0.00
Dorian Cunningham,4539762076658860,919,,3885  Brazil Ct.,West Warwick,USA,637270,Iris@ante.net,Dorian *Cunningham,639-678-4355,SD,80346,80346,Dorian Cunningham,223.1,2,105,,1,0.00
Shelley Parker,4024007164077454,121,,33966 East Turkey Ln.,Georgetown,USA,555030,Stephen@Donec.us,Shelley *Parker,235-050-9770,MD,95420,95420,Shelley Parker,161.4,2,75,0,1,0.00
Rama Noble,343671242128340,419,,37159 East Reunion Ct.,Atlanta,USA,814582,Warren@non.edu,Rama *Noble,132-585-1818,MI,18745,18745,Rama Noble,903.1,2,425,,1,0.00
Charlotte Ramos,6011344101088637,621,,26647 West Wallis and Futuna Ct.,Yazoo City,USA,934845,Mara@Cras.com,Charlotte *Ramos,790-272-8310,AK,85145,85145,Charlotte Ramos,,0,,,1,0.00
Lester Welch,5343701938865860,322,,17208 East Barre Way,Shelton,USA,291485,Emmanuel@fringilla.net,Lester *Welch,170-275-3252,DC,64161,64161,Lester Welch,313.5,2,145,0,1,0.00
Madaline Mccarty,4024007189746240,220,,63051 West Hong Kong Blvd.,Farmington,USA,560151,Wendy@enim.us,Madaline *Mccarty,186-104-8748,VA,28869,28869,Madaline Mccarty,116.9,2,55,,1,0.00
Quyn Jacobson,6011535668090011,1120,,81472 North Ethiopia Blvd.,Santa Cruz,USA,958149,Cooper@eget.org,Quyn *Jacobson,797-227-1309,NM,90583,90583,Quyn Jacobson,371.9,2,175,,1,0.00
Ivy Holcomb,4556393682508857,618,,9809 East Columbus St.,Fresno,USA,643921,Adele@suscipit.org,Ivy *Holcomb,231-429-8255,CT,25808,25808,Ivy Holcomb,207.2,2,97.5,,1,0.00
Andrew Clements,5325993705517590,1218,,65975 South Niue Ln.,Yukon,USA,98634,Barry@commodo.us,Andrew *Clements,460-324-0596,OK,45668,45668,Andrew Clements,,0,,,1,0.00
Len Lott,4556168860565642,918,,'26143 North Taiwan, Province of China Ct.',Costa Mesa,USA,411679,Nasim@cubilia.us,Len *Lott,774-278-5514,TN,40015,40015,Len Lott,414.4,2,195,,1,0.00
Quin Greene,4809359284757437,521,,'79222 East Korea, Republic of St.',Bridgeport,USA,534038,Francis@Quisque.com,Quin *Greene,180-367-6729,NE,61318,61318,Quin Greene,318.8,2,150,,1,0.00
Dominique Zamora,373755496656081,723,,90921 East Anguilla Blvd.,Green River,USA,806501,Mason@ante.com,Dominique *Zamora,104-186-7229,SC,34086,34086,Dominique Zamora,108.4,2,51,,1,0.00
Janna Wiggins,5156574950933627,1122,,30110 West Lower Burrell Ave.,Wisconsin Dells,USA,210819,Allistair@egestas.gov,Janna *Wiggins,689-927-5274,CT,864,864,Janna Wiggins,297.5,2,140,,1,0.00
Aline Lowe,374144371240585,622,,89675 East New Zealand Blvd.,Coral Springs,USA,905531,Cooper@ultrices.gov,Aline *Lowe,724-353-1512,LA,91439,91439,Aline Lowe,276.2,2,130,,1,0.00
Alden Clay,4556631385675782,820,,11302  Djibouti Ct.,Shelton,USA,698647,Orson@lacus.us,Alden *Clay,967-105-2962,CA,17731,17731,Alden Clay,519.4,2,245,0,1,0.00
Wynter Schultz,4929291826399946,1022,,98264  Bouvet Island Way,Franklin,USA,567402,Malcolm@turpis.us,Wynter *Schultz,424-541-7211,NV,32407,32407,Wynter Schultz,207.7,2,97.5,0,1,0.00
Fiona Pena,5334458619969021,723,,56387 West Colombia Ave.,Thousand Oaks,USA,252060,Macon@cubilia.net,Fiona *Pena,416-042-0838,SC,98394,98394,Fiona Pena,617.2,2,286,0,1,0.00
Sean Erickson,378815728902243,218,,12759 South Bermuda Ave.,Ocean City,USA,901562,Isadora@iaculis.us,Sean *Erickson,715-299-3492,UT,27826,27826,Sean Erickson,626.6,2,293.5,0,1,0.00
Donovan Stein,5140618175537140,820,,'69545 South Korea, Republic of Way',Boulder Junction,USA,178792,Mechelle@adipiscing.us,Donovan *Stein,226-099-5702,MT,20561,20561,Donovan Stein,510,2,240,,1,0.00
Xenos Mitchell,5146064267641017,818,,91191  Angola Blvd.,Louisville,USA,41107,Simon@sapien.edu,Xenos *Mitchell,770-575-6859,AK,99017,99017,Xenos Mitchell,199.4,2,92.5,0,1,0.00
Chandler Anthony,5514224408690075,823,,81185 West Niue Ave.,Colorado Springs,USA,224042,Aristotle@elit.org,Chandler *Anthony,921-538-0066,MO,85330,85330,Chandler Anthony,191.2,2,90,0,1,0.00
Brock Heath,5367700556205061,518,,2863  Bangladesh Ave.,Williamsburg,USA,41159,Priscilla@inceptos.org,Brock *Heath,320-815-2004,DE,58941,58941,Brock Heath,,0,,,1,0.00
Kyle Acevedo,4024007169885372,1122,,79389 East Hong Kong Blvd.,Cedar Rapids,USA,552319,Nyssa@facilisi.org,Kyle *Acevedo,808-949-6159,NE,16161,16161,Kyle Acevedo,206.7,2,97.5,0,1,0.00
Dolan Mueller,5337672684367526,1122,,83749 North Areceibo Ct.,Fairbanks,USA,100857,Sade@dapibus.us,Dolan *Mueller,882-449-6772,NY,66027,66027,Dolan Mueller,128.1,2,58.5,0,1,0.00
Christopher Spears,5256949748182308,723,,86723  Cody Ct.,Norwich,USA,41307,Anika@hymenaeos.us,Christopher *Spears,053-777-3022,VA,51138,51138,Christopher Spears,,0,,,1,0.00
Solomon Mccormick,4532282625671584,920,,32969  United Kingdom Way,Boulder,USA,409223,Mari@elit.us,Solomon *Mccormick,410-970-5512,LA,90492,90492,Solomon Mccormick,589.7,2,277.5,,1,0.00
Sopoline Smith,4485457222132290,322,,13791 East Bouvet Island Ln.,Bellingham,USA,687059,Maggie@sapien.gov,Sopoline *Smith,729-217-8767,OR,94745,94745,Sopoline Smith,903.1,2,425,,1,0.00
Zachery Sullivan,4916114495524054,1019,,13937 West Saint Helena Blvd.,Urbana,USA,551488,Thane@sem.edu,Zachery *Sullivan,169-848-0858,NJ,47999,47999,Zachery Sullivan,276.2,2,130,,1,0.00
Rama Fuentes,4532885891407234,319,,41649 West Bhutan Ln.,Parkersburg,USA,584423,Robert@Class.edu,Rama *Fuentes,346-720-6621,MS,6633,6633,Rama Fuentes,39.3,2,18.5,,1,0.00
Buffy Manning,5350043204050368,822,,36558 East Cuba Blvd.,Belleville,USA,41440,Mia@convallis.edu,Buffy *Manning,485-764-2172,IL,27519,27519,Buffy Manning,621.3,2,291,0,1,0.00
Sheila Sanchez,5527624895418762,1122,,3343 West Antarctica Ct.,Malibu,USA,267931,Jeanette@dignissim.gov,Sheila *Sanchez,434-454-9297,DC,60055,60055,Sheila Sanchez,112.2,2,51,0,1,0.00
Risa Travis,4943100603956699,919,,31740 South Algeria Ave.,Medford,USA,664548,Anne@Duis.gov,Risa *Travis,572-337-2550,MS,27325,27325,Risa Travis,,0,,0,1,0.00
Isabella Newman,6011358897171233,1122,,70921 West Azerbaijan Ave.,Forest Lake,USA,978617,Megan@nascetur.org,Isabella *Newman,570-145-2382,WI,62585,62585,Isabella Newman,,0,,,1,0.00
Hermione Conley,5459655930508896,222,,37238 West Mauritius Way,Sandy Springs,USA,100599,Barclay@magna.gov,Hermione *Conley,422-688-1358,AL,80118,80118,Hermione Conley,,0,,0,1,0.00
Dante Livingston,4986208963782395,521,,54392  Trinidad and Tobago Blvd.,Burlington,USA,671434,Yvonne@pellentesque.org,Dante *Livingston,804-923-7255,AL,55689,55689,Dante Livingston,276.2,2,130,,1,0.00
Dahlia Kinney,371990218463290,222,,83116 East Nauru Blvd.,Yonkers,USA,893309,Phoebe@at.com,Dahlia *Kinney,258-242-2220,FL,40087,40087,Dahlia Kinney,478.1,2,225,,1,0.00
Madonna Wilkerson,5377224086156205,419,,27944 West Anaheim Ln.,Chattanooga,USA,105684,Tad@convallis.com,Madonna *Wilkerson,027-568-6727,ND,17743,17743,Madonna Wilkerson,276.2,2,130,0,1,0.00
Brendan Reilly,4024007117143379,720,,60922 South Chile Ln.,Houston,USA,450957,Tiger@sagittis.gov,Brendan *Reilly,870-361-6271,VA,46448,46448,Brendan Reilly,,0,,,1,0.00
Thane Bennett,4929369218285202,518,,21245 West Angola Ln.,San Rafael,USA,571443,Rudyard@Pellentesque.edu,Thane *Bennett,461-663-4567,WA,3376,3376,Thane Bennett,775.6,2,365,,1,0.00
Bradley Cantu,5137796919517498,220,,97769  Aruba Way,Lynwood,USA,41795,Gillian@elementum.us,Bradley *Cantu,232-261-3370,TN,36189,36189,Bradley Cantu,600.3,2,282.5,,1,0.00
Halee Martinez,4556524913739222,819,,57345 North Gibraltar Blvd.,Lufkin,USA,362369,Lacy@sociosqu.gov,Halee *Martinez,670-260-9110,LA,73042,73042,Halee Martinez,341,2,155,0,1,0.00
Blossom Berry,340573126052104,221,,87055  Branson Ave.,Minneapolis,USA,885924,Dawn@quam.com,Blossom *Berry,098-808-3543,MA,91117,91117,Blossom Berry,502.5,2,230.5,0,1,0.00
Gillian Cooper,5167329146445888,121,,47539  Clarksville Ct.,Sandy Springs,USA,171574,Paloma@dui.net,Gillian *Cooper,184-280-7815,OK,46506,46506,Gillian Cooper,,0,,,1,0.00
Graham Hicks,4485935924005757,1222,,10551 South Antarctica Blvd.,Costa Mesa,USA,584733,Buckminster@pede.us,Graham *Hicks,179-070-2913,ND,58779,58779,Graham Hicks,611.9,2,290,0,1,0.00
Rowan Farley,378404385175904,319,,2798 West Burundi Ln.,North Las Vegas,USA,889966,Ayanna@ornare.gov,Rowan *Farley,843-109-6297,MD,34917,34917,Rowan Farley,637.5,2,300,,1,1.00
Jemima Alvarado,4485310366150125,822,,21080 East Pasadena Ave.,Fairbanks,USA,482751,Daria@luctus.us,Jemima *Alvarado,786-270-0185,NV,51213,51213,Jemima Alvarado,276.2,2,130,,1,0.00
Hop Copeland,4485325186264476,1019,,51399 East Amesbury Ave.,Westminster,USA,451782,Ora@massa.gov,Hop *Copeland,548-950-9738,NC,91194,91194,Hop Copeland,324.1,2,152.5,,1,0.00
Steel Frank,4556559835120358,1119,,85799 West Duluth Ave.,Asheville,USA,800406,Tyler@Pellentesque.edu,Steel *Frank,141-237-6363,LA,20212,20212,Steel Frank,39.1,2,18.5,0,1,0.00
Cameron Walton,5100694720358306,321,,95770 North Belize St.,Bandera,USA,290931,Martin@tincidunt.us,Cameron *Walton,504-967-3693,SC,59005,59005,Cameron Walton,179.6,2,84.5,,1,0.00
Hakeem Simon,4827190138888070,523,,89036 West Cayman Islands Way,Kokomo,USA,691169,Mercedes@tortor.org,Hakeem *Simon,675-501-4223,NY,90733,90733,Hakeem Simon,603.9,2,277,0,1,0.00
Cassidy Carey,342574392370418,722,,64176 North Moldova Way,Chino Hills,USA,917493,Akeem@aliquam.org,Cassidy *Carey,492-750-4768,VA,39339,39339,Cassidy Carey,,0,,0,1,0.00
Finn Langley,4539664588254867,320,,29974  Centennial Blvd.,Cudahy,USA,514893,Jerry@facilisis.edu,Finn *Langley,990-257-6451,AK,11914,11914,Finn Langley,39.3,2,18.5,,1,0.00
Scott Robles,4839103609992640,1222,,16964 East Philippines Way,Baltimore,USA,516503,Caldwell@viverra.gov,Scott *Robles,679-668-2367,DE,10475,10475,Scott Robles,361.5,2,166,0,1,0.00
Moses Elliott,4024007176280419,1118,,31170 South Turks and Caicos Islands Blvd.,Sitka,USA,487188,Hillary@mus.edu,Moses *Elliott,523-406-2571,VT,55304,55304,Moses Elliott,,0,,0,1,1.00
Gil Leblanc,370607719253092,722,,76288 North Cocos (Keeling) Islands Ave.,Geneva,USA,912106,Reagan@nisl.gov,Gil *Leblanc,370-774-0143,AZ,67466,67466,Gil Leblanc,412.3,2,190,0,1,0.00
Audra Walker,4485856927009580,922,,8377 East Brunei Darussalam Ln.,Ithaca,USA,347406,Marsden@aliquet.us,Audra *Walker,254-662-8896,TX,27191,27191,Audra Walker,489.8,2,230.5,,1,0.00
Abel Heath,6011698890785277,719,,79308  Burundi Blvd.,Biddeford,USA,972019,Luke@tortor.edu,Abel *Heath,805-090-0788,VT,72451,72451,Abel Heath,,0,,0,1,0.00
Ivan Graham,4532809927477045,621,,10030 South Natchitoches St.,Hagerstown,USA,553753,Colt@posuere.edu,Ivan *Graham,119-606-1657,HI,54549,54549,Ivan Graham,,0,,,1,0.00
Isaiah Stephens,5259510906348334,220,,67699 West Austria St.,Council Bluffs,USA,137384,Ralph@habitant.edu,Isaiah *Stephens,661-288-6911,AZ,47018,47018,Isaiah Stephens,417.3,2,195,0,1,0.00
Hannah Fleming,5484459461420244,219,,83572 East Tokelau Blvd.,Anchorage,USA,232757,Sebastian@elementum.edu,Hannah *Fleming,945-466-4792,SD,58659,58659,Hannah Fleming,510,2,240,,1,0.00
Xena Bright,4532330974986077,320,,68087 West Azerbaijan Ave.,Meridian,USA,375052,Genevieve@adipiscing.gov,Xena *Bright,305-921-5389,KY,62505,62505,Xena Bright,775.6,2,365,,1,0.00
Mira Reid,4556230399081465,322,,85458 East Burundi Ln.,Lake Forest,USA,762859,Silas@mauris.com,Mira *Reid,368-027-0798,MI,95106,95106,Mira Reid,532.9,2,245,0,1,0.00
Byron Ware,5470272987425985,919,,84228  Singapore Blvd.,Fountain Valley,USA,181154,Ralph@sagittis.us,Byron *Ware,095-314-7479,DC,85248,85248,Byron Ware,285.7,2,132.5,0,1,0.00
Drake Moon,5192543449908017,920,,86549 East Medford Ln.,New York,USA,162864,Honorato@viverra.org,Drake *Moon,165-724-5060,MA,23474,23474,Drake Moon,,0,,,1,0.00
Odessa Bush,4024007134530319,419,,27859 North Russian Federation Ave.,San Rafael,USA,526529,Lysandra@tellus.us,Odessa *Bush,505-054-1242,NV,56348,56348,Odessa Bush,331.5,2,156,,1,0.00
Omar Ortiz,4716990859382474,322,,35032 West Cumberland Blvd.,Centennial,USA,800270,Hammett@adipiscing.net,Omar *Ortiz,457-956-1245,FL,91850,91850,Omar Ortiz,382.5,2,180,,1,0.00
Rigel Farrell,4916818531700516,218,,41414 East Albania Ln.,Nichols Hills,USA,425248,Kalia@Nunc.net,Rigel *Farrell,814-696-7181,NM,73590,73590,Rigel Farrell,195.5,2,92,,1,0.00
Gillian Cote,347324958290005,722,,37502  Eritrea St.,Bellflower,USA,817492,Dante@aptent.com,Gillian *Cote,622-911-3020,NV,64588,64588,Gillian Cote,100.9,2,47.5,,1,0.00
Wylie Singleton,5150044814680331,822,,92361 South Germany Ln.,Nogales,USA,41857,Gary@Suspendisse.gov,Wylie *Singleton,940-638-6048,MI,36037,36037,Wylie Singleton,196.2,2,93,0,1,0.00
Keelie Hutchinson,346098799208258,619,,36708 East Artesia Way,Fulton,USA,861246,Idona@fames.net,Keelie *Hutchinson,918-752-1140,UT,78640,78640,Keelie Hutchinson,465.5,2,215,0,1,0.00
Alisa Skinner,4835506468840763,621,,50239 South Niger Blvd.,Agoura Hills,USA,367175,Cailin@Sed.us,Alisa *Skinner,903-803-1383,KY,51178,51178,Alisa Skinner,90.3,2,42.5,,1,0.00
Kiayada Hooper,4716395845121863,1018,,36419  Cameroon Blvd.,Yazoo City,USA,500293,Reagan@Lorem.edu,Kiayada *Hooper,959-631-6298,WV,56886,56886,Kiayada Hooper,535.5,2,252,,1,0.00
Rhea Gardner,5271283516672832,1120,,36187 North Togo Way,Effingham,USA,41941,Steel@aliquet.edu,Rhea *Gardner,134-509-9670,KS,77213,77213,Rhea Gardner,246.5,2,116,0,1,0.00
Hannah Kim,349497846928198,820,,71754 West Lesotho Way,Pembroke Pines,USA,921489,Patricia@dignissim.net,Hannah *Kim,070-444-4584,SD,66987,66987,Hannah Kim,,0,,,1,0.00
Grant Hughes,4929502852944961,820,,17021 West Puerto Rico Ct.,Moultrie,USA,517321,Stacy@aptent.org,Grant *Hughes,089-348-1992,VT,20826,20826,Grant Hughes,,0,,,1,0.00
Lane Macdonald,5470916138328791,921,,63574 North Cook Islands Way,Elmira,USA,168101,Ariel@aliquam.us,Lane *Macdonald,059-019-3161,WA,56735,56735,Lane Macdonald,,0,,0,1,0.00
Odysseus Pope,377660200775274,1123,,44327 South Nepal Ave.,La Cañada Flintridge,USA,928630,Winifred@habitant.com,Brenden *Bryant,310-939-0552,CT,29922,36691,Odysseus Pope,1242,3,383.3,429.4,0,0.00
Charde Craft,4024007146200455,122,,55360  Boulder City St.,Attleboro,USA,592142,Nathaniel@turpis.edu,Charde *Craft,540-549-8797,LA,92761,92761,Charde Craft,2782.7,6,436.5,,1,1.00
Urielle Stuart,6011278037496441,1122,,70757 East San Marino Ln.,Rome,USA,968677,Abbot@Phasellus.net,Urielle *Stuart,327-333-4024,AK,73782,73782,Urielle Stuart,616.2,3,193.3,,1,1.00
Jemima Carroll,379389780967451,319,,28079 West Ephraim Way,Coral Springs,USA,884644,Blaze@eu.net,Quail *Valentine,974-920-4450,ND,8703,94894,Jemima Carroll,74.4,3,23.3,,0,1.00
Hiram Koch,5541492927118509,718,,99420 South Frederick Ave.,Somersworth,USA,304696,Ryder@egestas.us,Hiram *Koch,551-943-0409,AL,96818,96818,Hiram Koch,2199.7,3,701.7,0,1,1.00
Derek Schroeder,4485006924663142,420,,91395  Benin Ct.,Valparaiso,USA,384751,Bevis@Curabitur.gov,Derek *Schroeder,641-614-1926,NH,88064,88064,Derek Schroeder,1413.1,2,665,,1,0.00
Maite Weber,5575942395090167,718,,20427 South Batavia Ave.,Roswell,USA,281845,Charles@lacinia.edu,Maite *Weber,880-313-6306,OR,80769,80769,Maite Weber,499.4,3,156.7,,1,0.00
Chanda Zimmerman,5113984584228710,121,,58275 South Brunei Darussalam Ct.,Modesto,USA,28015,Yardley@neque.us,Moses *Tyson,745-589-5562,UT,11849,17758,Chanda Zimmerman,881.9,3,276.7,,0,0.00
Sophia Mueller,5521797068137777,919,,6393 East Fort Wayne Ct.,San Francisco,USA,28033,Felix@euismod.org,TaShya *Young,916-098-3185,CA,9855,54524,Sophia Mueller,55.2,2,26,,0,0.00
Jamal Dalton,348042045387233,321,,5853 South Mongolia St.,Chino,USA,892537,Elliott@taciti.us,Jamal *Dalton,016-501-2378,OK,63123,63123,Jamal Dalton,524.9,3,163.3,0,1,0.00
Audra Nash,4916204346114179,121,,96438 West Marshall Islands Way,Kent,USA,624387,Derek@primis.edu,Colton *Lawrence,868-834-4685,WI,52806,3199,Audra Nash,353.1,2,165,,0,0.00
Chase Riddle,4929442137078402,318,,36963 West Comoros Ln.,Ogden,USA,391473,Nasim@Suspendisse.com,Keegan *Douglas,281-514-1689,WV,2834,87303,Chase Riddle,302.8,2,142.5,,0,1.00
Fallon Hendricks,4539767542793274,923,,96117 North Downey Ave.,Brownsville,USA,656680,Doris@Vestibulum.org,Briar *Herring,598-476-0381,CA,53523,23791,Fallon Hendricks,486.4,2,230.5,,0,1.00
Peter Page,5438394143004339,1222,,90514 West Latvia Ave.,Nenana,USA,226108,Caesar@elementum.gov,Peter *Page,953-439-4438,MD,25468,25468,Peter Page,3187.5,2,1500,,1,1.00
Ross Blevins,5264339686650195,921,,95066  Ardmore Way,Perth Amboy,USA,240083,Hop@placerat.org,Isadora *Brooks,696-827-1756,DC,8985,78641,Ross Blevins,2058.1,4,484.2,,0,1.00
Nissim Kane,4470216146819110,1122,,62577 West Gibraltar St.,Springfield,USA,614412,Alice@interdum.net,Nissim *Kane,078-205-8420,WI,71854,71854,Nissim Kane,3929.3,5,712.8,0,1,0.00
Wynter Stephenson,4485994772417044,222,,8813 East Mason City St.,San Juan Capistrano,USA,637849,Harrison@Fusce.org,Wynter *Stephenson,248-629-5354,MD,85080,85080,Wynter Stephenson,771.1,4,177.5,0,1,1.00
Josephine Sweeney,4916120154629951,1119,,45989 West Afghanistan Way,Cape Coral,USA,387027,Nasim@nulla.com,Josephine *Sweeney,985-849-1376,OR,70064,70064,Josephine Sweeney,801.2,4,182.5,,1,0.00
Kaseem Bowen,340032982377899,722,,66508 North Cayman Islands Ln.,Allentown,USA,912795,Sandra@sapien.us,Renee *Coffey,045-723-3629,VA,34343,9335,Kaseem Bowen,414.4,2,195,,0,1.00
Murphy Cooke,4556727883659284,823,,70898 West Logan Blvd.,Urbana,USA,449761,Yeo@accumsan.com,Phillip *Rivera,497-572-6265,RI,94467,20250,Murphy Cooke,285.8,4,67.2,,0,0.00
