ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,VEHICLE_TYPE,MSRP,VEHICLE_BRAND,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME
10292,21,10000,8,210000,9/8/2004 0:00,Shipped,3,9,2004,Heavy,11800,GMC,Land of Logistics Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai
10305,38,10000,5,380000,10/13/2004 0:00,Shipped,4,10,2004,Heavy,11800,GMC,Marta's Logistics Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta
10314,45,10000,14,450000,10/22/2004 0:00,Shipped,4,10,2004,Heavy,11800,GMC,Heintze Shipping,86 21 3555,Smagsloget 45,,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10324,26,58000,7,1508000,11/5/2004 0:00,Shipped,4,11,2004,Heavy,11800,GMC,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael
10336,38,10000,3,380000,11/20/2004 0:00,Shipped,4,11,2004,Heavy,11800,GMC,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie
10349,48,10000,9,480000,12/1/2004 0:00,Shipped,4,12,2004,Heavy,11800,GMC,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff
10358,42,64000,9,2688000,12/10/2004 0:00,Shipped,4,12,2004,Heavy,11800,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10371,49,35000,4,1715000,1/23/2005 0:00,Shipped,1,1,2005,Heavy,11800,GMC,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10382,32,66000,13,2112000,2/17/2005 0:00,Shipped,1,2,2005,Heavy,11800,GMC,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10412,54,10000,5,540000,5/3/2005 0:00,Shipped,2,5,2005,Heavy,11800,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10425,33,10000,4,330000,5/31/2005 0:00,In Process,2,5,2005,Heavy,11800,GMC,La Rochelle Transports,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine
10108,36,10000,3,360000,3/3/2003 0:00,Shipped,1,3,2003,Utility,11500,GMC,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
10122,20,10000,7,200000,5/8/2003 0:00,Shipped,2,5,2003,Utility,11500,GMC,Marseille Logistics Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence
10135,29,97000,4,2813000,7/2/2003 0:00,Shipped,3,7,2003,Utility,11500,GMC,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10147,33,97000,4,3201000,9/5/2003 0:00,Shipped,3,9,2003,Utility,11500,GMC,Shipping For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen
10160,50,10000,5,500000,10/11/2003 0:00,Shipped,4,10,2003,Utility,11500,GMC,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael
10170,41,10000,3,410000,11/4/2003 0:00,Shipped,4,11,2003,Utility,11500,GMC,Logistics Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland
10181,36,10000,11,360000,11/12/2003 0:00,Shipped,4,11,2003,Utility,11500,GMC,Herkku Transports,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
10192,27,10000,16,270000,11/20/2003 0:00,Shipped,4,11,2003,Utility,11500,GMC,Online Transport Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
10203,47,10000,5,470000,12/2/2003 0:00,Shipped,4,12,2003,Utility,11500,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10212,33,10000,15,330000,1/16/2004 0:00,Shipped,1,1,2004,Utility,11500,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10225,21,10000,6,210000,2/22/2004 0:00,Shipped,1,2,2004,Utility,11500,GMC,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gen�ve,,1203,Switzerland,EMEA,Holz,Michael
10239,21,93000,5,1953000,4/12/2004 0:00,Shipped,2,4,2004,Utility,11500,GMC,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
10253,41,10000,10,410000,6/1/2004 0:00,Cancelled,2,6,2004,Utility,11500,GMC,"UK Shipping, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10266,40,10000,11,400000,7/6/2004 0:00,Shipped,3,7,2004,Utility,11500,GMC,L'ordine Shipping,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10277,28,10000,1,280000,8/4/2004 0:00,Shipped,3,8,2004,Utility,11500,GMC,"Dragon Shipping, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,079903,Singapore,Japan,Natividad,Eric
10287,23,10000,9,230000,8/30/2004 0:00,Shipped,3,8,2004,Utility,11500,GMC,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gen�ve,,1203,Switzerland,EMEA,Holz,Michael
10300,23,10000,2,230000,10/4/2003 0:00,Shipped,4,10,2003,Utility,11500,GMC,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland
10310,25,10000,7,250000,10/16/2004 0:00,Shipped,4,10,2004,Utility,11500,GMC,"Toms Spezialit?ten, Ltd",0221-5554327,Mehrheimerstr. 369,,K�ln,,50739,Germany,EMEA,Pfalzheim,Henriette
10321,24,10000,15,240000,11/4/2004 0:00,Shipped,4,11,2004,Utility,11500,GMC,FunTransportIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta
10329,39,64000,15,2496000,11/15/2004 0:00,Shipped,4,11,2004,Utility,11500,GMC,Land of Logistics Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai
10341,55,75000,7,4125000,11/24/2004 0:00,Shipped,4,11,2004,Utility,11500,GMC,Salzburg Shipping,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10363,46,88000,6,4048000,1/6/2005 0:00,Shipped,1,1,2005,Utility,11500,GMC,Suominen Shipping,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10377,50,10000,1,500000,2/9/2005 0:00,Shipped,1,2,2005,Utility,11500,GMC,"Logistics of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10389,47,10000,8,470000,3/3/2005 0:00,Shipped,1,3,2005,Utility,11500,GMC,Scandinavian Transport Ideas,0695-34 6555,?kergatan 24,,Br�cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10405,97,93000,5,9021000,4/14/2005 0:00,Shipped,2,4,2005,Utility,11500,GMC,Logistics Caravy,88.60.1555,"24, place Kl�ber",,Strasbourg,,67000,France,EMEA,Citeaux,Fr�d�rique
10419,32,10000,10,320000,5/17/2005 0:00,Shipped,2,5,2005,Utility,11500,GMC,Salzburg Shipping,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10103,35,10000,10,350000,1/29/2003 0:00,Shipped,1,1,2003,Heavy,11600,GMC,Baane Logistics Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
10113,49,10000,4,490000,3/26/2003 0:00,Shipped,1,3,2003,Heavy,11600,GMC,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10126,38,10000,10,380000,5/28/2003 0:00,Shipped,2,5,2003,Heavy,11600,GMC,"Corrida Auto Logistics, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart�n
10140,32,10000,10,320000,7/24/2003 0:00,Shipped,3,7,2003,Heavy,11600,GMC,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri
10150,34,10000,7,340000,9/19/2003 0:00,Shipped,3,9,2003,Heavy,11600,GMC,"Dragon Shipping, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,079903,Singapore,Japan,Natividad,Eric
10164,36,99000,8,3564000,10/21/2003 0:00,Resolved,4,10,2003,Heavy,11600,GMC,Logistics Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland
10174,48,93000,3,4464000,11/6/2003 0:00,Shipped,4,11,2003,Heavy,11600,GMC,"Australian Transport Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony
10183,21,96000,7,2016000,11/13/2003 0:00,Shipped,4,11,2003,Heavy,11600,GMC,"Classic Transport Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca
10194,21,93000,10,1953000,11/25/2003 0:00,Shipped,4,11,2003,Heavy,11600,GMC,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
10206,34,10000,5,340000,12/5/2003 0:00,Shipped,4,12,2003,Heavy,11600,GMC,Canadian Transport Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi
10215,46,10000,2,460000,1/29/2004 0:00,Shipped,1,1,2004,Heavy,11600,GMC,West Coast Shipping Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve
10228,32,10000,1,320000,3/10/2004 0:00,Shipped,1,3,2004,Heavy,11600,GMC,Cambridge Shipping Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung
10245,29,10000,8,290000,5/4/2004 0:00,Shipped,2,5,2004,Heavy,11600,GMC,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie
10258,41,10000,5,410000,6/15/2004 0:00,Shipped,2,6,2004,Heavy,11600,GMC,"Tokyo Shipping, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10270,43,96000,8,4128000,7/19/2004 0:00,Shipped,3,7,2004,Heavy,11600,GMC,Shipping And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10280,24,10000,1,240000,8/17/2004 0:00,Shipped,3,8,2004,Heavy,11600,GMC,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo
10291,41,10000,10,410000,9/8/2004 0:00,Shipped,3,9,2004,Heavy,11600,GMC,Scandinavian Transport Ideas,0695-34 6555,?kergatan 24,,Br�cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10304,46,98000,5,4508000,10/11/2004 0:00,Shipped,4,10,2004,Heavy,11600,GMC,Auto Associ?s & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel
10312,32,10000,2,320000,10/21/2004 0:00,Shipped,4,10,2004,Heavy,11600,GMC,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10322,22,10000,10,220000,11/4/2004 0:00,Shipped,4,11,2004,Heavy,11600,GMC,Online Transport Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
10333,29,40000,7,1160000,11/18/2004 0:00,Shipped,4,11,2004,Heavy,11600,GMC,Logistics Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie
10347,42,49000,5,2058000,11/29/2004 0:00,Shipped,4,11,2004,Heavy,11600,GMC,"Australian Shipping, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10357,39,98000,1,3822000,12/10/2004 0:00,Shipped,4,12,2004,Heavy,11600,GMC,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10370,27,10000,1,270000,1/20/2005 0:00,Shipped,1,1,2005,Heavy,11600,GMC,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10381,48,98000,2,4704000,2/17/2005 0:00,Shipped,1,2,2005,Heavy,11600,GMC,Corporate Transport Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
10391,29,85000,10,2465000,3/9/2005 0:00,Shipped,1,3,2005,Heavy,11600,GMC,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10411,27,10000,8,270000,5/1/2005 0:00,Shipped,2,5,2005,Heavy,11600,GMC,Qu?bec Home Shipping Network,(514) 555-8054,43 rue St. Laurent,,Montr�al,Qu�bec,H1J 1C3,Canada,NA,Fresni�re,Jean
10424,54,10000,5,540000,5/31/2005 0:00,In Process,2,5,2005,Heavy,11600,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10109,26,10000,4,260000,3/10/2003 0:00,Shipped,1,3,2003,Utility,14100,GMC,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
10122,34,10000,2,340000,5/8/2003 0:00,Shipped,2,5,2003,Utility,14100,GMC,Marseille Logistics Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence
10136,25,10000,2,250000,7/4/2003 0:00,Shipped,3,7,2003,Utility,14100,GMC,Alpha Shipping,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette
10148,23,10000,13,230000,9/11/2003 0:00,Shipped,3,9,2003,Utility,14100,GMC,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10161,28,10000,12,280000,10/17/2003 0:00,Shipped,4,10,2003,Utility,14100,GMC,Heintze Shipping,86 21 3555,Smagsloget 45,,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10171,35,10000,2,350000,11/5/2003 0:00,Shipped,4,11,2003,Utility,14100,GMC,Qu?bec Home Shipping Network,(514) 555-8054,43 rue St. Laurent,,Montr�al,Qu�bec,H1J 1C3,Canada,NA,Fresni�re,Jean
10181,44,10000,6,440000,11/12/2003 0:00,Shipped,4,11,2003,Utility,14100,GMC,Herkku Transports,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
10192,22,10000,11,220000,11/20/2003 0:00,Shipped,4,11,2003,Utility,14100,GMC,Online Transport Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
10204,42,10000,17,420000,12/2/2003 0:00,Shipped,4,12,2003,Utility,14100,GMC,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff
10212,29,10000,10,290000,1/16/2004 0:00,Shipped,1,1,2004,Utility,14100,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10225,32,10000,1,320000,2/22/2004 0:00,Shipped,1,2,2004,Utility,14100,GMC,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gen�ve,,1203,Switzerland,EMEA,Holz,Michael
10240,41,10000,3,410000,4/13/2004 0:00,Shipped,2,4,2004,Utility,14100,GMC,Osaka Shipping Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory
10253,26,10000,5,260000,6/1/2004 0:00,Cancelled,2,6,2004,Utility,14100,GMC,"UK Shipping, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10266,21,10000,6,210000,7/6/2004 0:00,Shipped,3,7,2004,Utility,14100,GMC,L'ordine Shipping,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10278,34,10000,6,340000,8/6/2004 0:00,Shipped,3,8,2004,Utility,14100,GMC,Signal Transport Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue
10287,41,10000,4,410000,8/30/2004 0:00,Shipped,3,8,2004,Utility,14100,GMC,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gen�ve,,1203,Switzerland,EMEA,Holz,Michael
10301,37,10000,8,370000,10/5/2003 0:00,Shipped,4,10,2003,Utility,14100,GMC,"Norway Transports By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
10310,37,10000,2,370000,10/16/2004 0:00,Shipped,4,10,2004,Utility,14100,GMC,"Toms Spezialit?ten, Ltd",0221-5554327,Mehrheimerstr. 369,,K�ln,,50739,Germany,EMEA,Pfalzheim,Henriette
10321,41,10000,10,410000,11/4/2004 0:00,Shipped,4,11,2004,Utility,14100,GMC,FunTransportIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta
10331,46,10000,6,460000,11/17/2004 0:00,Shipped,4,11,2004,Utility,14100,GMC,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
10342,40,10000,2,400000,11/24/2004 0:00,Shipped,4,11,2004,Utility,14100,GMC,"Australian Shipping, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10356,43,97000,8,4171000,12/9/2004 0:00,Shipped,4,12,2004,Utility,14100,GMC,Lyon Shipping,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel
10365,30,87000,1,2610000,1/7/2005 0:00,Shipped,1,1,2005,Utility,14100,GMC,Logistics Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C
10377,35,10000,2,350000,2/9/2005 0:00,Shipped,1,2,2005,Utility,14100,GMC,"Logistics of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10390,36,93000,14,3348000,3/4/2005 0:00,Shipped,1,3,2005,Utility,14100,GMC,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10406,61,10000,3,610000,4/15/2005 0:00,Disputed,2,4,2005,Utility,14100,GMC,Danish Wholesale Imports,31 12 3555,Vinb�ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10419,38,10000,5,380000,5/17/2005 0:00,Shipped,2,5,2005,Utility,14100,GMC,Salzburg Shipping,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10102,39,10000,2,390000,1/10/2003 0:00,Shipped,1,1,2003,Utility,10200,Ford,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael
10111,33,99000,6,3267000,3/25/2003 0:00,Shipped,1,3,2003,Utility,10200,Ford,Logistics Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie
10125,32,10000,1,320000,5/21/2003 0:00,Shipped,2,5,2003,Utility,10200,Ford,"Australian Shipping, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10139,31,10000,7,310000,7/16/2003 0:00,Shipped,3,7,2003,Utility,10200,Ford,Shipping And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10149,50,10000,4,500000,9/12/2003 0:00,Shipped,3,9,2003,Utility,10200,Ford,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue
10162,48,91000,2,4368000,10/18/2003 0:00,Shipped,4,10,2003,Utility,10200,Ford,Corporate Transport Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
10173,43,10000,6,430000,11/5/2003 0:00,Shipped,4,11,2003,Utility,10200,Ford,Rovelli Transports,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10182,25,87000,3,2175000,11/12/2003 0:00,Shipped,4,11,2003,Utility,10200,Ford,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10193,28,10000,7,280000,11/21/2003 0:00,Shipped,4,11,2003,Utility,10200,Ford,"Australian Shipping, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
10205,36,10000,2,360000,12/3/2003 0:00,Shipped,4,12,2003,Utility,10200,Ford,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10215,27,89000,10,2403000,1/29/2004 0:00,Shipped,1,1,2004,Utility,10200,Ford,West Coast Shipping Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve
10227,25,10000,3,250000,3/2/2004 0:00,Shipped,1,3,2004,Utility,10200,Ford,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
10244,40,10000,7,400000,4/29/2004 0:00,Shipped,2,4,2004,Utility,10200,Ford,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10256,34,95000,2,3230000,6/8/2004 0:00,Shipped,2,6,2004,Utility,10200,Ford,Danish Wholesale Imports,31 12 3555,Vinb�ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10280,50,10000,9,500000,8/17/2004 0:00,Shipped,3,8,2004,Utility,10200,Ford,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo
10289,38,10000,2,380000,9/3/2004 0:00,Shipped,3,9,2004,Utility,10200,Ford,Herkku Transports,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
10304,37,95000,13,3515000,10/11/2004 0:00,Shipped,4,10,2004,Utility,10200,Ford,Auto Associ?s & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel
10312,43,89000,10,3827000,10/21/2004 0:00,Shipped,4,10,2004,Utility,10200,Ford,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10322,43,86000,14,3698000,11/4/2004 0:00,Shipped,4,11,2004,Utility,10200,Ford,Online Transport Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
10332,46,95000,15,4370000,11/17/2004 0:00,Shipped,4,11,2004,Utility,10200,Ford,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10346,42,36000,3,1512000,11/29/2004 0:00,Shipped,4,11,2004,Utility,10200,Ford,Signal Transport Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue
10356,50,50000,9,2500000,12/9/2004 0:00,Shipped,4,12,2004,Utility,10200,Ford,Lyon Shipping,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel
10369,44,10000,8,440000,1/20/2005 0:00,Shipped,1,1,2005,Utility,10200,Ford,Shipping For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen
10380,27,93000,13,2511000,2/16/2005 0:00,Shipped,1,2,2005,Utility,10200,Ford,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10391,35,10000,2,350000,3/9/2005 0:00,Shipped,1,3,2005,Utility,10200,Ford,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10422,51,95000,2,4845000,5/30/2005 0:00,In Process,2,5,2005,Utility,10200,Ford,Transport Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung
10102,41,50000,1,2050000,1/10/2003 0:00,Shipped,1,1,2003,Utility,53000,Ford,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael
10111,48,49000,5,2352000,3/25/2003 0:00,Shipped,1,3,2003,Utility,53000,Ford,Logistics Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie
10126,42,54000,17,2268000,5/28/2003 0:00,Shipped,2,5,2003,Utility,53000,Ford,"Corrida Auto Logistics, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart�n
10139,49,43000,6,2107000,7/16/2003 0:00,Shipped,3,7,2003,Utility,53000,Ford,Shipping And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10149,30,58000,3,1740000,9/12/2003 0:00,Shipped,3,9,2003,Utility,53000,Ford,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue
10162,45,51000,1,2295000,10/18/2003 0:00,Shipped,4,10,2003,Utility,53000,Ford,Corporate Transport Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
10173,48,44000,5,2112000,11/5/2003 0:00,Shipped,4,11,2003,Utility,53000,Ford,Rovelli Transports,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
